Census tract;EN1;DM1;DM2;DM3;DM4;EC1;EC2;EC3;ED1;ED2;HS1;HS2;HS3;HS4;HS5;EN1
411520005080007;0.253175319224182;0.403636363636364;0.848101265822785;0.539686825053996;0.67283950617284;0.731548154815482;0.0157450076804916;0.432016632016632;0.880720180045011;0.8188;1;0.0278434019574755;1;0.991432452199352;0.233009708737864;0.287780689808709
411520005080008;0.315907316241604;0.589090909090909;0.369198312236287;0.723947084233261;0.716049382716049;0.655490549054905;0.229646697388633;0.823180873180873;0.918229557389347;0.9904;1;0.407694903813702;0.5048;0.722495037091213;0.492282798108041;0.436436280513078
411520005080010;0.316535981992881;0.505454545454546;0.613924050632911;0.608261339092872;0.493827160493827;0.498199819981998;0.0403225806451613;0.488981288981289;0.855963990997749;0.8048;1;0.0293621329733378;0.9895;1;0.295618620861339;0.437926025508534
411520005090001;0.152313167036956;0.578181818181818;0.882911392405063;0.715577753779698;0.617283950617284;0.95004500450045;0;0.773804573804574;1;0.9112;1;0;0.9889;1;0.0967139656460044;0.0487683272827419
411520005090002;0.15850760799852;0.865454545454545;1;0;1;1;0;0.693035343035343;1;1;0;0.281302733715829;0.8333;1;0.207368683096838;0.063447252297179
411520005090003;0.150504138558212;0.6;0.915611814345991;0.767008639308855;0.712962962962963;0.916291629162916;0.0407066052227343;0.768607068607068;0.499624906226557;0.8936;1;0.0178872764090449;0.9947;0.988924877233309;0.361837191934279;0.0444814846841549
411520005090004;0.173554270293564;0.6;0.935126582278481;0.71017818574514;0.62962962962963;0.862061206120612;0;0.80987525987526;1;1;1;0;0.9939;0;0.533233756534727;0.0991032265678166
411520005100001;0.22316817915146;0.581818181818182;1;0.682775377969762;0.589506172839506;0.806030603060306;0;0.815488565488566;1;1;1;0;0.9565;0.327656462229652;0.690814040328603;0.216672972137608
411520005110001;0.26767672804621;0.603636363636364;0.811708860759494;0.746760259179266;0.737654320987654;0.908190819081908;0.00998463901689708;0.60987525987526;1;0.9284;1;0.0474181572730341;0.9898;1;0.203136669156087;0.322144580597734
411520005110002;0.270851119199679;0.494545454545454;0.983122362869198;0.617170626349892;0.691358024691358;0.878937893789379;0;0.569126819126819;1;0.7596;1;0.0320620992237597;0.9589;0.996656566711942;0.371545929798357;0.329666913928117
411520005110003;0.289655689278553;0.421818181818182;1;0.582343412526998;0.858024691358025;0.898064806480648;0.0633640552995392;0.68014553014553;0.791447861965491;0.8352;1;0.0555180560242997;0.9918;1;0.350883744087627;0.374227976956931
411520005110004;0.252847796293343;0.610909090909091;0.95253164556962;0.732451403887689;0.820987654320988;0.946219621962196;0.0802611367127496;0.626819126819127;1;0.8208;1;0.0612554843064462;0.994;0.921115870859889;0.307692307692308;0.287004560926034
411520005120001;0.272290386336366;0.458181818181818;0.879219409282701;0.62877969762419;0.682098765432099;0.87983798379838;0.0291858678955453;0.476091476091476;1;0.5724;1;0.038643266959163;1;0.984014209591474;0.381628080657207;0.333077535565528
411520005130001;0.291354768530086;0.370909090909091;1;0.667656587473002;0.753086419753087;0.826957695769577;0;0.653014553014553;1;1;1;0.129767127910901;0.8333;1;0.462783171521036;0.378254273612528
411520005140002;0.437377466384424;0.378181818181818;0.935126582278481;0.684125269978402;0.851851851851852;0.88951395139514;0.141321044546851;0.835446985446986;0.807951987996999;0.9756;0.963407318536293;0.176004049949376;0.9816;0.99362658029464;0.517923823749066;0.724283276957561
411520005140003;0.355238606387669;0.389090909090909;0.965717299578059;0.631344492440605;0.725308641975309;0.904365436543654;0;0.655613305613306;1;0.8692;1;0.143435707053662;0.9771;0.979521471110647;0.439258152850386;0.529639373795831
411520005150001;0.201676145891807;0.523636363636364;0.934599156118144;0.641198704103672;0.700617283950617;0.702520252025203;0.0476190476190476;0.7002079002079;1;0.9008;0.975404919016197;0.00691866351670604;1;0.987044196008777;0.49713716704008;0.165743445714842
411520005150002;0.266339237039739;0.574545454545455;0.97415611814346;0.689254859611231;0.54320987654321;0.978172817281728;0;0.696361746361746;0.802700675168792;0.9028;1;0.0163685453931826;0.9903;0.310207919757601;0.426935524022903;0.318975137170427
411520005170001;0.239209564941481;0.28;1;0.603671706263499;0.851851851851852;0.963096309630963;0.251920122887865;0.869126819126819;1;1;1;0.622510968612892;1;1;0.771969131192432;0.254686135972803
411520005170002;0.290754060517868;0.407272727272727;1;0.682235421166307;0.62037037037037;0.891314131413141;0.158986175115207;0.957068607068607;1;0.9864;1;0.2036787040162;0.9655;1;0.719566840926064;0.376830779882968
411520005170003;0.196632202509995;0.28;1;0.693844492440605;0.845679012345679;0.896039603960396;0.33294930875576;0.925363825363825;1;1;1;0.760884238947013;1;0.993940027165396;0.792631316903162;0.153790847064198
411520005170004;0.333993346424577;0.443636363636364;0.965189873417721;0.578158747300216;0.398148148148148;0.828082808280828;0.0126728110599078;0.562889812889813;1;0.6944;0.959808038392321;0.0563617954775565;0.9666;1;0.521035598705502;0.479294624391405
411520005170005;0.347523192894268;0.603636363636364;0.970464135021097;0.656857451403888;0.608024691358025;0.886138613861386;0.010752688172043;0.683264033264033;0.757689422355589;0.9324;1;0.0188997637529531;0.9719;0.982342492947445;0.607169529499627;0.511356210419549
411520005170006;0.358882337324106;0.614545454545454;0.936181434599156;0.741495680345572;0.506172839506173;0.963771377137714;0.0618279569892473;0.871829521829522;1;0.9676;1;0.142929463381708;0.9839;0.709330268519486;0.595593726661688;0.538273898447954
411520005170007;0.255829249746608;0.48;1;0.628239740820734;0.657407407407407;0.864761476147615;0.140168970814132;0.86995841995842;0.90622655663916;0.9916;1;0.0578805264934188;1;0.549367882143977;0.713965646004481;0.294069691088073
411520005180001;0.288101247061562;0.465454545454545;1;0.65969222462203;0.725308641975309;0.772277227722772;0;0.491060291060291;0.861215303825957;0.8652;1;0.0155248059399258;0.9816;0.849336537456901;0.483569828230022;0.370544425707663
411520005180002;0.324785626759372;0.476363636363636;0.971518987341772;0.625539956803456;0.740740740740741;0.914941494149415;0;0.466320166320166;1;0.8704;1;0.0364495443806952;0.5892;0.988715912652805;0.59310430669654;0.457475153133522
411520005190001;0.375654071305705;0.338181818181818;0.948839662447258;0.618250539956803;0.589506172839506;0.880513051305131;0;0.532328482328482;0.726931732933233;0.768;1;0;0.0097;1;0.676375404530744;0.578017763472348
411520005190002;0.3055571053798;0.396363636363636;0.912447257383966;0.647408207343413;0.685185185185185;0.788703870387039;0;0.562785862785863;1;0.8452;1;0;0.0331;0.994253474036151;0.645257654966393;0.41190945556362
411520005190003;0.348899863235691;0.36;0.892405063291139;0.553050755939525;0.574074074074074;0.622187218721872;0;0.383575883575884;0.673668417104276;0.5724;1;0;0.4173;0.984014209591474;0.520911127707244;0.514618496852939
411520005190004;0.356757149538573;0.389090909090909;0.977320675105485;0.58652807775378;0.595679012345679;0.736948694869487;0;0.432016632016632;0.882970742685671;0.7228;1;0.00725615929800877;0.013;1;0.503734129947722;0.533237855270046
411520005190005;0.332464539760741;0.290909090909091;0.925632911392405;0.601781857451404;0.617283950617284;0.791404140414041;0;0.553326403326403;0.955738934733683;0.8792;0.988002399520096;0.00337495781302734;0.0141;0.989447288684568;0.695917351257157;0.475671821539741
411520005190006;0.385300747699814;0.167272727272727;1;0.787392008639309;1;1;0;0.25987525987526;1;0;1;0;0;0.346985685926235;0.259273089370177;0.600877427533448
411520005190007;0.283842692081958;0.323636363636364;0.647679324894515;0.558990280777538;0.518518518518518;0.506300630063006;0;0.479209979209979;0.850712678169542;0.786;0.993401319736053;0.00556868039149511;0.0401;0.987148678299028;0.673637042569081;0.36045295666254
411520005190008;0.381178537136792;0.410909090909091;0.935654008438819;0.642143628509719;0.555555555555556;0.697119711971197;0;0.384615384615385;1;0.6576;0.963407318536293;0.0102936213297334;0.0368;0.977536307595862;0.437764500871297;0.591109052933742
411520005200001;0.293343810985486;0.392727272727273;0.98048523206751;0.575458963282937;0.635802469135803;0.759225922592259;0;0.349064449064449;0.894223555888972;0.7784;1;0;0.5277;0.992268310521367;0.513567338810057;0.382967694118836
